GUT_GENOME065705_1_1	1_1
GUT_GENOME065705_160_5	160_5
GUT_GENOME065705_161_1	161_1
GUT_GENOME065705_161_2	161_2
GUT_GENOME065705_161_3	161_3
GUT_GENOME065705_161_4	161_4
GUT_GENOME065705_161_5	161_5
GUT_GENOME065705_162_1	162_1
GUT_GENOME065705_162_2	162_2
GUT_GENOME065705_162_3	162_3
GUT_GENOME065705_162_4	162_4
GUT_GENOME065705_162_5	162_5
GUT_GENOME065705_162_6	162_6
GUT_GENOME065705_163_1	163_1
GUT_GENOME065705_163_2	163_2
GUT_GENOME065705_163_3	163_3
GUT_GENOME065705_164_1	164_1
GUT_GENOME065705_164_2	164_2
GUT_GENOME065705_164_3	164_3
GUT_GENOME065705_165_1	165_1
GUT_GENOME065705_165_2	165_2
GUT_GENOME065705_165_3	165_3
GUT_GENOME065705_166_1	166_1
GUT_GENOME065705_166_2	166_2
GUT_GENOME065705_166_3	166_3
GUT_GENOME065705_166_4	166_4
GUT_GENOME065705_167_1	167_1
GUT_GENOME065705_167_2	167_2
GUT_GENOME065705_168_1	168_1
GUT_GENOME065705_168_2	168_2
GUT_GENOME065705_168_3	168_3
GUT_GENOME065705_168_4	168_4
GUT_GENOME065705_169_1	169_1
GUT_GENOME065705_169_2	169_2
GUT_GENOME065705_169_3	169_3
GUT_GENOME065705_169_4	169_4
GUT_GENOME065705_169_5	169_5
GUT_GENOME065705_170_1	170_1
GUT_GENOME065705_170_2	170_2
GUT_GENOME065705_171_1	171_1
GUT_GENOME065705_171_2	171_2
GUT_GENOME065705_171_3	171_3
GUT_GENOME065705_172_1	172_1
GUT_GENOME065705_172_2	172_2
GUT_GENOME065705_172_3	172_3
GUT_GENOME065705_172_4	172_4
GUT_GENOME065705_173_1	173_1
GUT_GENOME065705_173_2	173_2
GUT_GENOME065705_173_3	173_3
GUT_GENOME065705_174_1	174_1
GUT_GENOME065705_174_2	174_2
GUT_GENOME065705_174_3	174_3
GUT_GENOME065705_174_4	174_4
GUT_GENOME065705_175_1	175_1
GUT_GENOME065705_175_2	175_2
GUT_GENOME065705_175_3	175_3
GUT_GENOME065705_175_4	175_4
GUT_GENOME065705_176_1	176_1
GUT_GENOME065705_176_2	176_2
GUT_GENOME065705_177_1	177_1
GUT_GENOME065705_177_2	177_2
GUT_GENOME065705_178_1	178_1
GUT_GENOME065705_178_2	178_2
GUT_GENOME065705_179_1	179_1
GUT_GENOME065705_179_2	179_2
GUT_GENOME065705_179_3	179_3
GUT_GENOME065705_180_1	180_1
GUT_GENOME065705_180_2	180_2
GUT_GENOME065705_180_3	180_3
GUT_GENOME065705_181_1	181_1
GUT_GENOME065705_181_2	181_2
GUT_GENOME065705_182_1	182_1
GUT_GENOME065705_182_2	182_2
GUT_GENOME065705_182_3	182_3
GUT_GENOME065705_182_4	182_4
GUT_GENOME065705_182_5	182_5
GUT_GENOME065705_182_6	182_6
GUT_GENOME065705_183_1	183_1
GUT_GENOME065705_183_2	183_2
GUT_GENOME065705_183_3	183_3
GUT_GENOME065705_183_4	183_4
GUT_GENOME065705_184_1	184_1
GUT_GENOME065705_184_2	184_2
GUT_GENOME065705_184_3	184_3
GUT_GENOME065705_185_1	185_1
GUT_GENOME065705_185_2	185_2
GUT_GENOME065705_185_3	185_3
GUT_GENOME065705_185_4	185_4
GUT_GENOME065705_186_1	186_1
GUT_GENOME065705_186_2	186_2
GUT_GENOME065705_186_3	186_3
GUT_GENOME065705_187_1	187_1
GUT_GENOME065705_187_2	187_2
GUT_GENOME065705_187_3	187_3
GUT_GENOME065705_187_4	187_4
GUT_GENOME065705_188_1	188_1
GUT_GENOME065705_188_2	188_2
GUT_GENOME065705_188_3	188_3
GUT_GENOME065705_189_1	189_1
GUT_GENOME065705_189_2	189_2
GUT_GENOME065705_189_3	189_3
GUT_GENOME065705_190_1	190_1
GUT_GENOME065705_190_2	190_2
GUT_GENOME065705_190_3	190_3
GUT_GENOME065705_190_4	190_4
GUT_GENOME065705_190_5	190_5
GUT_GENOME065705_190_6	190_6
GUT_GENOME065705_191_1	191_1
GUT_GENOME065705_191_2	191_2
GUT_GENOME065705_191_3	191_3
GUT_GENOME065705_192_1	192_1
GUT_GENOME065705_192_2	192_2
GUT_GENOME065705_192_3	192_3
GUT_GENOME065705_192_4	192_4
GUT_GENOME065705_193_1	193_1
GUT_GENOME065705_193_2	193_2
GUT_GENOME065705_194_1	194_1
GUT_GENOME065705_194_2	194_2
GUT_GENOME065705_194_3	194_3
GUT_GENOME065705_194_4	194_4
GUT_GENOME065705_195_1	195_1
GUT_GENOME065705_195_2	195_2
GUT_GENOME065705_195_3	195_3
GUT_GENOME065705_195_4	195_4
GUT_GENOME065705_196_1	196_1
GUT_GENOME065705_196_2	196_2
GUT_GENOME065705_196_3	196_3
GUT_GENOME065705_197_1	197_1
GUT_GENOME065705_197_2	197_2
GUT_GENOME065705_197_3	197_3
GUT_GENOME065705_197_4	197_4
GUT_GENOME065705_198_1	198_1
GUT_GENOME065705_199_1	199_1
GUT_GENOME065705_199_2	199_2
GUT_GENOME065705_199_3	199_3
GUT_GENOME065705_200_1	200_1
GUT_GENOME065705_200_2	200_2
GUT_GENOME065705_201_1	201_1
GUT_GENOME065705_201_2	201_2
GUT_GENOME065705_201_3	201_3
GUT_GENOME065705_201_4	201_4
GUT_GENOME065705_202_1	202_1
GUT_GENOME065705_202_2	202_2
GUT_GENOME065705_202_3	202_3
GUT_GENOME065705_203_1	203_1
GUT_GENOME065705_203_2	203_2
GUT_GENOME065705_204_1	204_1
GUT_GENOME065705_205_1	205_1
GUT_GENOME065705_205_2	205_2
GUT_GENOME065705_206_1	206_1
GUT_GENOME065705_206_2	206_2
GUT_GENOME065705_206_3	206_3
GUT_GENOME065705_207_1	207_1
GUT_GENOME065705_207_2	207_2
GUT_GENOME065705_207_3	207_3
GUT_GENOME065705_208_1	208_1
GUT_GENOME065705_208_2	208_2
GUT_GENOME065705_208_3	208_3
GUT_GENOME065705_208_4	208_4
GUT_GENOME065705_209_1	209_1
GUT_GENOME065705_209_2	209_2
GUT_GENOME065705_209_3	209_3
GUT_GENOME065705_210_1	210_1
GUT_GENOME065705_210_2	210_2
GUT_GENOME065705_210_3	210_3
GUT_GENOME065705_211_1	211_1
GUT_GENOME065705_211_2	211_2
GUT_GENOME065705_212_1	212_1
GUT_GENOME065705_212_2	212_2
GUT_GENOME065705_212_3	212_3
GUT_GENOME065705_213_1	213_1
GUT_GENOME065705_213_2	213_2
GUT_GENOME065705_213_3	213_3
GUT_GENOME065705_214_1	214_1
GUT_GENOME065705_214_2	214_2
GUT_GENOME065705_215_1	215_1
GUT_GENOME065705_215_2	215_2
GUT_GENOME065705_216_1	216_1
GUT_GENOME065705_216_2	216_2
GUT_GENOME065705_216_3	216_3
GUT_GENOME065705_217_1	217_1
GUT_GENOME065705_217_2	217_2
GUT_GENOME065705_217_3	217_3
GUT_GENOME065705_218_1	218_1
GUT_GENOME065705_218_2	218_2
GUT_GENOME065705_218_3	218_3
GUT_GENOME065705_218_4	218_4
GUT_GENOME065705_219_1	219_1
GUT_GENOME065705_219_2	219_2
GUT_GENOME065705_220_1	220_1
GUT_GENOME065705_220_2	220_2
GUT_GENOME065705_220_3	220_3
GUT_GENOME065705_220_4	220_4
GUT_GENOME065705_221_1	221_1
GUT_GENOME065705_221_2	221_2
GUT_GENOME065705_222_1	222_1
GUT_GENOME065705_222_2	222_2
GUT_GENOME065705_222_3	222_3
GUT_GENOME065705_223_1	223_1
GUT_GENOME065705_223_2	223_2
GUT_GENOME065705_224_1	224_1
GUT_GENOME065705_224_2	224_2
GUT_GENOME065705_225_1	225_1
GUT_GENOME065705_225_2	225_2
GUT_GENOME065705_225_3	225_3
GUT_GENOME065705_226_1	226_1
GUT_GENOME065705_227_1	227_1
GUT_GENOME065705_227_2	227_2
GUT_GENOME065705_227_3	227_3
GUT_GENOME065705_228_1	228_1
GUT_GENOME065705_229_1	229_1
GUT_GENOME065705_229_2	229_2
GUT_GENOME065705_230_1	230_1
GUT_GENOME065705_231_1	231_1
GUT_GENOME065705_231_2	231_2
GUT_GENOME065705_232_1	232_1
GUT_GENOME065705_232_2	232_2
GUT_GENOME065705_232_3	232_3
GUT_GENOME065705_232_4	232_4
GUT_GENOME065705_233_1	233_1
GUT_GENOME065705_233_2	233_2
GUT_GENOME065705_233_3	233_3
GUT_GENOME065705_234_1	234_1
GUT_GENOME065705_234_2	234_2
GUT_GENOME065705_235_1	235_1
GUT_GENOME065705_235_2	235_2
GUT_GENOME065705_236_1	236_1
GUT_GENOME065705_236_2	236_2
GUT_GENOME065705_237_1	237_1
GUT_GENOME065705_237_2	237_2
