GUT_GENOME065719_1_1	1_1
GUT_GENOME065719_49_7	49_7
GUT_GENOME065719_49_8	49_8
GUT_GENOME065719_49_9	49_9
GUT_GENOME065719_49_10	49_10
GUT_GENOME065719_49_11	49_11
GUT_GENOME065719_49_12	49_12
GUT_GENOME065719_49_13	49_13
GUT_GENOME065719_49_14	49_14
GUT_GENOME065719_49_15	49_15
GUT_GENOME065719_49_16	49_16
GUT_GENOME065719_49_17	49_17
GUT_GENOME065719_49_18	49_18
GUT_GENOME065719_49_19	49_19
GUT_GENOME065719_49_20	49_20
GUT_GENOME065719_50_1	50_1
GUT_GENOME065719_50_2	50_2
GUT_GENOME065719_50_3	50_3
GUT_GENOME065719_50_4	50_4
GUT_GENOME065719_50_5	50_5
GUT_GENOME065719_50_6	50_6
GUT_GENOME065719_50_7	50_7
GUT_GENOME065719_50_8	50_8
GUT_GENOME065719_50_9	50_9
GUT_GENOME065719_50_10	50_10
GUT_GENOME065719_50_11	50_11
GUT_GENOME065719_50_12	50_12
GUT_GENOME065719_50_13	50_13
GUT_GENOME065719_50_14	50_14
GUT_GENOME065719_50_15	50_15
GUT_GENOME065719_50_16	50_16
GUT_GENOME065719_50_17	50_17
GUT_GENOME065719_50_18	50_18
GUT_GENOME065719_51_1	51_1
GUT_GENOME065719_51_2	51_2
GUT_GENOME065719_51_3	51_3
GUT_GENOME065719_51_4	51_4
GUT_GENOME065719_51_5	51_5
GUT_GENOME065719_51_6	51_6
GUT_GENOME065719_51_7	51_7
GUT_GENOME065719_51_8	51_8
GUT_GENOME065719_51_9	51_9
GUT_GENOME065719_51_10	51_10
GUT_GENOME065719_51_11	51_11
GUT_GENOME065719_51_12	51_12
GUT_GENOME065719_51_13	51_13
GUT_GENOME065719_52_1	52_1
GUT_GENOME065719_52_2	52_2
GUT_GENOME065719_52_3	52_3
GUT_GENOME065719_52_4	52_4
GUT_GENOME065719_52_5	52_5
GUT_GENOME065719_52_6	52_6
GUT_GENOME065719_52_7	52_7
GUT_GENOME065719_52_8	52_8
GUT_GENOME065719_52_9	52_9
GUT_GENOME065719_52_10	52_10
GUT_GENOME065719_52_11	52_11
GUT_GENOME065719_52_12	52_12
GUT_GENOME065719_52_13	52_13
GUT_GENOME065719_52_14	52_14
GUT_GENOME065719_52_15	52_15
GUT_GENOME065719_52_16	52_16
GUT_GENOME065719_53_1	53_1
GUT_GENOME065719_53_2	53_2
GUT_GENOME065719_53_3	53_3
GUT_GENOME065719_53_4	53_4
GUT_GENOME065719_53_5	53_5
GUT_GENOME065719_53_6	53_6
GUT_GENOME065719_53_7	53_7
GUT_GENOME065719_53_8	53_8
GUT_GENOME065719_53_9	53_9
GUT_GENOME065719_53_10	53_10
GUT_GENOME065719_53_11	53_11
GUT_GENOME065719_53_12	53_12
GUT_GENOME065719_53_13	53_13
GUT_GENOME065719_53_14	53_14
GUT_GENOME065719_53_15	53_15
GUT_GENOME065719_53_16	53_16
GUT_GENOME065719_53_17	53_17
GUT_GENOME065719_54_1	54_1
GUT_GENOME065719_54_2	54_2
GUT_GENOME065719_54_3	54_3
GUT_GENOME065719_54_4	54_4
GUT_GENOME065719_54_5	54_5
GUT_GENOME065719_54_6	54_6
GUT_GENOME065719_54_7	54_7
GUT_GENOME065719_54_8	54_8
GUT_GENOME065719_54_9	54_9
GUT_GENOME065719_54_10	54_10
GUT_GENOME065719_54_11	54_11
GUT_GENOME065719_54_12	54_12
GUT_GENOME065719_54_13	54_13
GUT_GENOME065719_54_14	54_14
GUT_GENOME065719_54_15	54_15
GUT_GENOME065719_54_16	54_16
GUT_GENOME065719_55_1	55_1
GUT_GENOME065719_55_2	55_2
GUT_GENOME065719_55_3	55_3
GUT_GENOME065719_55_4	55_4
GUT_GENOME065719_55_5	55_5
GUT_GENOME065719_55_6	55_6
GUT_GENOME065719_55_7	55_7
GUT_GENOME065719_55_8	55_8
GUT_GENOME065719_55_9	55_9
GUT_GENOME065719_55_10	55_10
GUT_GENOME065719_55_11	55_11
GUT_GENOME065719_55_12	55_12
GUT_GENOME065719_55_13	55_13
GUT_GENOME065719_55_14	55_14
GUT_GENOME065719_56_1	56_1
GUT_GENOME065719_56_2	56_2
GUT_GENOME065719_56_3	56_3
GUT_GENOME065719_56_4	56_4
GUT_GENOME065719_56_5	56_5
GUT_GENOME065719_56_6	56_6
GUT_GENOME065719_56_7	56_7
GUT_GENOME065719_56_8	56_8
GUT_GENOME065719_56_9	56_9
GUT_GENOME065719_56_10	56_10
GUT_GENOME065719_56_11	56_11
GUT_GENOME065719_56_12	56_12
GUT_GENOME065719_56_13	56_13
GUT_GENOME065719_56_14	56_14
GUT_GENOME065719_57_1	57_1
GUT_GENOME065719_57_2	57_2
GUT_GENOME065719_57_3	57_3
GUT_GENOME065719_57_4	57_4
GUT_GENOME065719_57_5	57_5
GUT_GENOME065719_57_6	57_6
GUT_GENOME065719_57_7	57_7
GUT_GENOME065719_57_8	57_8
GUT_GENOME065719_57_9	57_9
GUT_GENOME065719_57_10	57_10
GUT_GENOME065719_57_11	57_11
GUT_GENOME065719_57_12	57_12
GUT_GENOME065719_58_1	58_1
GUT_GENOME065719_58_2	58_2
GUT_GENOME065719_58_3	58_3
GUT_GENOME065719_58_4	58_4
GUT_GENOME065719_58_5	58_5
GUT_GENOME065719_58_6	58_6
GUT_GENOME065719_58_7	58_7
GUT_GENOME065719_58_8	58_8
GUT_GENOME065719_58_9	58_9
GUT_GENOME065719_58_10	58_10
GUT_GENOME065719_58_11	58_11
GUT_GENOME065719_58_12	58_12
GUT_GENOME065719_58_13	58_13
GUT_GENOME065719_58_14	58_14
GUT_GENOME065719_58_15	58_15
GUT_GENOME065719_59_1	59_1
GUT_GENOME065719_59_2	59_2
GUT_GENOME065719_59_3	59_3
GUT_GENOME065719_59_4	59_4
GUT_GENOME065719_59_5	59_5
GUT_GENOME065719_59_6	59_6
GUT_GENOME065719_59_7	59_7
GUT_GENOME065719_59_8	59_8
GUT_GENOME065719_59_9	59_9
GUT_GENOME065719_59_10	59_10
GUT_GENOME065719_59_11	59_11
GUT_GENOME065719_59_12	59_12
GUT_GENOME065719_59_13	59_13
GUT_GENOME065719_59_14	59_14
GUT_GENOME065719_60_1	60_1
GUT_GENOME065719_60_2	60_2
GUT_GENOME065719_60_3	60_3
GUT_GENOME065719_60_4	60_4
GUT_GENOME065719_60_5	60_5
GUT_GENOME065719_60_6	60_6
GUT_GENOME065719_60_7	60_7
GUT_GENOME065719_60_8	60_8
GUT_GENOME065719_60_9	60_9
GUT_GENOME065719_60_10	60_10
GUT_GENOME065719_60_11	60_11
GUT_GENOME065719_60_12	60_12
GUT_GENOME065719_60_13	60_13
GUT_GENOME065719_60_14	60_14
GUT_GENOME065719_60_15	60_15
GUT_GENOME065719_60_16	60_16
GUT_GENOME065719_60_17	60_17
GUT_GENOME065719_60_18	60_18
GUT_GENOME065719_61_1	61_1
GUT_GENOME065719_61_2	61_2
GUT_GENOME065719_61_3	61_3
GUT_GENOME065719_61_4	61_4
GUT_GENOME065719_61_5	61_5
GUT_GENOME065719_61_6	61_6
GUT_GENOME065719_61_7	61_7
GUT_GENOME065719_61_8	61_8
GUT_GENOME065719_61_9	61_9
GUT_GENOME065719_62_1	62_1
GUT_GENOME065719_62_2	62_2
GUT_GENOME065719_62_3	62_3
GUT_GENOME065719_62_4	62_4
GUT_GENOME065719_62_5	62_5
GUT_GENOME065719_62_6	62_6
GUT_GENOME065719_62_7	62_7
GUT_GENOME065719_63_1	63_1
GUT_GENOME065719_63_2	63_2
GUT_GENOME065719_63_3	63_3
GUT_GENOME065719_63_4	63_4
GUT_GENOME065719_63_5	63_5
GUT_GENOME065719_63_6	63_6
GUT_GENOME065719_63_7	63_7
GUT_GENOME065719_63_8	63_8
GUT_GENOME065719_64_1	64_1
GUT_GENOME065719_64_2	64_2
GUT_GENOME065719_64_3	64_3
GUT_GENOME065719_64_4	64_4
GUT_GENOME065719_64_5	64_5
GUT_GENOME065719_64_6	64_6
GUT_GENOME065719_64_7	64_7
GUT_GENOME065719_64_8	64_8
GUT_GENOME065719_64_9	64_9
GUT_GENOME065719_64_10	64_10
GUT_GENOME065719_64_11	64_11
GUT_GENOME065719_64_12	64_12
GUT_GENOME065719_64_13	64_13
GUT_GENOME065719_64_14	64_14
GUT_GENOME065719_64_15	64_15
GUT_GENOME065719_64_16	64_16
GUT_GENOME065719_64_17	64_17
GUT_GENOME065719_64_18	64_18
GUT_GENOME065719_64_19	64_19
GUT_GENOME065719_64_20	64_20
GUT_GENOME065719_64_21	64_21
GUT_GENOME065719_65_1	65_1
GUT_GENOME065719_65_2	65_2
GUT_GENOME065719_65_3	65_3
GUT_GENOME065719_65_4	65_4
GUT_GENOME065719_65_5	65_5
GUT_GENOME065719_65_6	65_6
GUT_GENOME065719_65_7	65_7
GUT_GENOME065719_65_8	65_8
GUT_GENOME065719_65_9	65_9
GUT_GENOME065719_65_10	65_10
GUT_GENOME065719_65_11	65_11
GUT_GENOME065719_65_12	65_12
GUT_GENOME065719_66_1	66_1
GUT_GENOME065719_66_2	66_2
GUT_GENOME065719_66_3	66_3
GUT_GENOME065719_66_4	66_4
GUT_GENOME065719_66_5	66_5
GUT_GENOME065719_66_6	66_6
GUT_GENOME065719_66_7	66_7
GUT_GENOME065719_66_8	66_8
GUT_GENOME065719_66_9	66_9
GUT_GENOME065719_66_10	66_10
GUT_GENOME065719_66_11	66_11
GUT_GENOME065719_66_12	66_12
GUT_GENOME065719_66_13	66_13
GUT_GENOME065719_66_14	66_14
GUT_GENOME065719_66_15	66_15
GUT_GENOME065719_66_16	66_16
GUT_GENOME065719_67_1	67_1
GUT_GENOME065719_67_2	67_2
GUT_GENOME065719_67_3	67_3
GUT_GENOME065719_67_4	67_4
GUT_GENOME065719_67_5	67_5
GUT_GENOME065719_67_6	67_6
GUT_GENOME065719_67_7	67_7
GUT_GENOME065719_67_8	67_8
GUT_GENOME065719_67_9	67_9
GUT_GENOME065719_67_10	67_10
GUT_GENOME065719_67_11	67_11
GUT_GENOME065719_67_12	67_12
GUT_GENOME065719_67_13	67_13
GUT_GENOME065719_67_14	67_14
GUT_GENOME065719_68_1	68_1
GUT_GENOME065719_68_2	68_2
GUT_GENOME065719_68_3	68_3
GUT_GENOME065719_68_4	68_4
GUT_GENOME065719_68_5	68_5
GUT_GENOME065719_68_6	68_6
GUT_GENOME065719_68_7	68_7
GUT_GENOME065719_68_8	68_8
GUT_GENOME065719_68_9	68_9
GUT_GENOME065719_68_10	68_10
GUT_GENOME065719_68_11	68_11
GUT_GENOME065719_68_12	68_12
GUT_GENOME065719_68_13	68_13
GUT_GENOME065719_68_14	68_14
GUT_GENOME065719_68_15	68_15
GUT_GENOME065719_69_1	69_1
GUT_GENOME065719_69_2	69_2
GUT_GENOME065719_69_3	69_3
GUT_GENOME065719_69_4	69_4
GUT_GENOME065719_69_5	69_5
GUT_GENOME065719_69_6	69_6
GUT_GENOME065719_69_7	69_7
GUT_GENOME065719_69_8	69_8
GUT_GENOME065719_70_1	70_1
GUT_GENOME065719_70_2	70_2
GUT_GENOME065719_70_3	70_3
GUT_GENOME065719_70_4	70_4
GUT_GENOME065719_70_5	70_5
GUT_GENOME065719_70_6	70_6
GUT_GENOME065719_70_7	70_7
GUT_GENOME065719_70_8	70_8
GUT_GENOME065719_70_9	70_9
GUT_GENOME065719_70_10	70_10
GUT_GENOME065719_70_11	70_11
GUT_GENOME065719_70_12	70_12
GUT_GENOME065719_70_13	70_13
GUT_GENOME065719_71_1	71_1
GUT_GENOME065719_71_2	71_2
GUT_GENOME065719_71_3	71_3
GUT_GENOME065719_71_4	71_4
GUT_GENOME065719_71_5	71_5
GUT_GENOME065719_71_6	71_6
GUT_GENOME065719_71_7	71_7
GUT_GENOME065719_71_8	71_8
GUT_GENOME065719_72_1	72_1
GUT_GENOME065719_72_2	72_2
GUT_GENOME065719_72_3	72_3
GUT_GENOME065719_72_4	72_4
GUT_GENOME065719_72_5	72_5
GUT_GENOME065719_72_6	72_6
GUT_GENOME065719_72_7	72_7
GUT_GENOME065719_72_8	72_8
GUT_GENOME065719_72_9	72_9
GUT_GENOME065719_72_10	72_10
GUT_GENOME065719_72_11	72_11
GUT_GENOME065719_73_1	73_1
GUT_GENOME065719_73_2	73_2
GUT_GENOME065719_73_3	73_3
GUT_GENOME065719_73_4	73_4
GUT_GENOME065719_73_5	73_5
GUT_GENOME065719_73_6	73_6
GUT_GENOME065719_73_7	73_7
GUT_GENOME065719_73_8	73_8
GUT_GENOME065719_73_9	73_9
GUT_GENOME065719_73_10	73_10
GUT_GENOME065719_73_11	73_11
GUT_GENOME065719_73_12	73_12
GUT_GENOME065719_74_1	74_1
GUT_GENOME065719_74_2	74_2
GUT_GENOME065719_74_3	74_3
GUT_GENOME065719_74_4	74_4
GUT_GENOME065719_74_5	74_5
GUT_GENOME065719_74_6	74_6
GUT_GENOME065719_74_7	74_7
GUT_GENOME065719_74_8	74_8
GUT_GENOME065719_74_9	74_9
GUT_GENOME065719_75_1	75_1
GUT_GENOME065719_75_2	75_2
GUT_GENOME065719_75_3	75_3
GUT_GENOME065719_75_4	75_4
GUT_GENOME065719_75_5	75_5
GUT_GENOME065719_75_6	75_6
GUT_GENOME065719_75_7	75_7
GUT_GENOME065719_75_8	75_8
GUT_GENOME065719_75_9	75_9
GUT_GENOME065719_75_10	75_10
GUT_GENOME065719_75_11	75_11
GUT_GENOME065719_75_12	75_12
GUT_GENOME065719_75_13	75_13
GUT_GENOME065719_75_14	75_14
GUT_GENOME065719_76_1	76_1
GUT_GENOME065719_76_2	76_2
GUT_GENOME065719_76_3	76_3
GUT_GENOME065719_76_4	76_4
GUT_GENOME065719_76_5	76_5
GUT_GENOME065719_76_6	76_6
GUT_GENOME065719_76_7	76_7
GUT_GENOME065719_76_8	76_8
GUT_GENOME065719_77_1	77_1
GUT_GENOME065719_77_2	77_2
GUT_GENOME065719_77_3	77_3
GUT_GENOME065719_77_4	77_4
GUT_GENOME065719_77_5	77_5
GUT_GENOME065719_77_6	77_6
GUT_GENOME065719_77_7	77_7
GUT_GENOME065719_77_8	77_8
GUT_GENOME065719_77_9	77_9
GUT_GENOME065719_77_10	77_10
GUT_GENOME065719_77_11	77_11
GUT_GENOME065719_77_12	77_12
GUT_GENOME065719_77_13	77_13
GUT_GENOME065719_77_14	77_14
GUT_GENOME065719_77_15	77_15
GUT_GENOME065719_78_1	78_1
GUT_GENOME065719_78_2	78_2
GUT_GENOME065719_78_3	78_3
GUT_GENOME065719_78_4	78_4
GUT_GENOME065719_78_5	78_5
GUT_GENOME065719_78_6	78_6
GUT_GENOME065719_78_7	78_7
GUT_GENOME065719_78_8	78_8
GUT_GENOME065719_78_9	78_9
GUT_GENOME065719_78_10	78_10
GUT_GENOME065719_78_11	78_11
GUT_GENOME065719_78_12	78_12
GUT_GENOME065719_78_13	78_13
GUT_GENOME065719_78_14	78_14
GUT_GENOME065719_79_1	79_1
GUT_GENOME065719_79_2	79_2
GUT_GENOME065719_79_3	79_3
GUT_GENOME065719_79_4	79_4
GUT_GENOME065719_79_5	79_5
GUT_GENOME065719_79_6	79_6
GUT_GENOME065719_79_7	79_7
GUT_GENOME065719_79_8	79_8
GUT_GENOME065719_79_9	79_9
GUT_GENOME065719_80_1	80_1
GUT_GENOME065719_80_2	80_2
GUT_GENOME065719_80_3	80_3
GUT_GENOME065719_80_4	80_4
GUT_GENOME065719_80_5	80_5
GUT_GENOME065719_80_6	80_6
GUT_GENOME065719_80_7	80_7
GUT_GENOME065719_80_8	80_8
GUT_GENOME065719_81_1	81_1
GUT_GENOME065719_81_2	81_2
GUT_GENOME065719_81_3	81_3
GUT_GENOME065719_81_4	81_4
GUT_GENOME065719_81_5	81_5
GUT_GENOME065719_81_6	81_6
GUT_GENOME065719_81_7	81_7
GUT_GENOME065719_81_8	81_8
GUT_GENOME065719_82_1	82_1
GUT_GENOME065719_82_2	82_2
GUT_GENOME065719_82_3	82_3
GUT_GENOME065719_82_4	82_4
GUT_GENOME065719_82_5	82_5
GUT_GENOME065719_82_6	82_6
GUT_GENOME065719_82_7	82_7
GUT_GENOME065719_82_8	82_8
GUT_GENOME065719_82_9	82_9
GUT_GENOME065719_82_10	82_10
GUT_GENOME065719_82_11	82_11
GUT_GENOME065719_82_12	82_12
GUT_GENOME065719_82_13	82_13
GUT_GENOME065719_82_14	82_14
GUT_GENOME065719_83_1	83_1
GUT_GENOME065719_83_2	83_2
GUT_GENOME065719_83_3	83_3
GUT_GENOME065719_83_4	83_4
GUT_GENOME065719_83_5	83_5
GUT_GENOME065719_83_6	83_6
GUT_GENOME065719_83_7	83_7
GUT_GENOME065719_83_8	83_8
GUT_GENOME065719_83_9	83_9
GUT_GENOME065719_83_10	83_10
GUT_GENOME065719_83_11	83_11
GUT_GENOME065719_83_12	83_12
GUT_GENOME065719_84_1	84_1
GUT_GENOME065719_84_2	84_2
GUT_GENOME065719_84_3	84_3
GUT_GENOME065719_84_4	84_4
GUT_GENOME065719_84_5	84_5
GUT_GENOME065719_84_6	84_6
GUT_GENOME065719_84_7	84_7
GUT_GENOME065719_84_8	84_8
GUT_GENOME065719_84_9	84_9
GUT_GENOME065719_84_10	84_10
GUT_GENOME065719_84_11	84_11
GUT_GENOME065719_84_12	84_12
GUT_GENOME065719_84_13	84_13
GUT_GENOME065719_84_14	84_14
GUT_GENOME065719_84_15	84_15
GUT_GENOME065719_85_1	85_1
GUT_GENOME065719_85_2	85_2
GUT_GENOME065719_85_3	85_3
GUT_GENOME065719_85_4	85_4
GUT_GENOME065719_85_5	85_5
GUT_GENOME065719_85_6	85_6
GUT_GENOME065719_85_7	85_7
GUT_GENOME065719_85_8	85_8
GUT_GENOME065719_85_9	85_9
GUT_GENOME065719_85_10	85_10
GUT_GENOME065719_86_1	86_1
GUT_GENOME065719_86_2	86_2
GUT_GENOME065719_86_3	86_3
GUT_GENOME065719_86_4	86_4
GUT_GENOME065719_86_5	86_5
GUT_GENOME065719_86_6	86_6
GUT_GENOME065719_86_7	86_7
GUT_GENOME065719_86_8	86_8
GUT_GENOME065719_87_1	87_1
GUT_GENOME065719_87_2	87_2
GUT_GENOME065719_87_3	87_3
GUT_GENOME065719_87_4	87_4
GUT_GENOME065719_87_5	87_5
GUT_GENOME065719_87_6	87_6
GUT_GENOME065719_88_1	88_1
GUT_GENOME065719_88_2	88_2
GUT_GENOME065719_88_3	88_3
GUT_GENOME065719_88_4	88_4
GUT_GENOME065719_88_5	88_5
GUT_GENOME065719_88_6	88_6
GUT_GENOME065719_88_7	88_7
GUT_GENOME065719_88_8	88_8
GUT_GENOME065719_88_9	88_9
GUT_GENOME065719_88_10	88_10
GUT_GENOME065719_88_11	88_11
GUT_GENOME065719_88_12	88_12
GUT_GENOME065719_89_1	89_1
GUT_GENOME065719_89_2	89_2
GUT_GENOME065719_89_3	89_3
GUT_GENOME065719_89_4	89_4
GUT_GENOME065719_89_5	89_5
GUT_GENOME065719_89_6	89_6
GUT_GENOME065719_89_7	89_7
GUT_GENOME065719_89_8	89_8
GUT_GENOME065719_89_9	89_9
GUT_GENOME065719_89_10	89_10
GUT_GENOME065719_90_1	90_1
GUT_GENOME065719_90_2	90_2
GUT_GENOME065719_90_3	90_3
GUT_GENOME065719_90_4	90_4
GUT_GENOME065719_90_5	90_5
GUT_GENOME065719_90_6	90_6
GUT_GENOME065719_90_7	90_7
GUT_GENOME065719_91_1	91_1
GUT_GENOME065719_91_2	91_2
GUT_GENOME065719_91_3	91_3
GUT_GENOME065719_91_4	91_4
GUT_GENOME065719_91_5	91_5
GUT_GENOME065719_91_6	91_6
GUT_GENOME065719_91_7	91_7
GUT_GENOME065719_91_8	91_8
GUT_GENOME065719_91_9	91_9
GUT_GENOME065719_91_10	91_10
GUT_GENOME065719_92_1	92_1
GUT_GENOME065719_92_2	92_2
GUT_GENOME065719_92_3	92_3
GUT_GENOME065719_92_4	92_4
GUT_GENOME065719_92_5	92_5
GUT_GENOME065719_92_6	92_6
GUT_GENOME065719_92_7	92_7
GUT_GENOME065719_92_8	92_8
GUT_GENOME065719_92_9	92_9
GUT_GENOME065719_92_10	92_10
GUT_GENOME065719_93_1	93_1
GUT_GENOME065719_93_2	93_2
GUT_GENOME065719_93_3	93_3
GUT_GENOME065719_93_4	93_4
GUT_GENOME065719_93_5	93_5
GUT_GENOME065719_93_6	93_6
GUT_GENOME065719_93_7	93_7
GUT_GENOME065719_93_8	93_8
GUT_GENOME065719_93_9	93_9
GUT_GENOME065719_93_10	93_10
GUT_GENOME065719_93_11	93_11
GUT_GENOME065719_93_12	93_12
GUT_GENOME065719_93_13	93_13
GUT_GENOME065719_93_14	93_14
GUT_GENOME065719_94_1	94_1
GUT_GENOME065719_94_2	94_2
GUT_GENOME065719_94_3	94_3
GUT_GENOME065719_94_4	94_4
GUT_GENOME065719_94_5	94_5
GUT_GENOME065719_94_6	94_6
GUT_GENOME065719_94_7	94_7
GUT_GENOME065719_94_8	94_8
GUT_GENOME065719_94_9	94_9
GUT_GENOME065719_94_10	94_10
GUT_GENOME065719_94_11	94_11
GUT_GENOME065719_95_1	95_1
GUT_GENOME065719_95_2	95_2
GUT_GENOME065719_95_3	95_3
GUT_GENOME065719_95_4	95_4
GUT_GENOME065719_96_1	96_1
GUT_GENOME065719_96_2	96_2
GUT_GENOME065719_96_3	96_3
GUT_GENOME065719_96_4	96_4
GUT_GENOME065719_96_5	96_5
GUT_GENOME065719_96_6	96_6
GUT_GENOME065719_96_7	96_7
GUT_GENOME065719_96_8	96_8
GUT_GENOME065719_96_9	96_9
GUT_GENOME065719_96_10	96_10
GUT_GENOME065719_96_11	96_11
GUT_GENOME065719_96_12	96_12
GUT_GENOME065719_97_1	97_1
GUT_GENOME065719_97_2	97_2
GUT_GENOME065719_97_3	97_3
GUT_GENOME065719_97_4	97_4
GUT_GENOME065719_97_5	97_5
GUT_GENOME065719_97_6	97_6
GUT_GENOME065719_97_7	97_7
GUT_GENOME065719_98_1	98_1
GUT_GENOME065719_98_2	98_2
GUT_GENOME065719_98_3	98_3
GUT_GENOME065719_98_4	98_4
GUT_GENOME065719_98_5	98_5
GUT_GENOME065719_98_6	98_6
GUT_GENOME065719_98_7	98_7
GUT_GENOME065719_98_8	98_8
GUT_GENOME065719_98_9	98_9
GUT_GENOME065719_98_10	98_10
GUT_GENOME065719_99_1	99_1
GUT_GENOME065719_99_2	99_2
GUT_GENOME065719_99_3	99_3
GUT_GENOME065719_99_4	99_4
GUT_GENOME065719_99_5	99_5
GUT_GENOME065719_99_6	99_6
GUT_GENOME065719_99_7	99_7
GUT_GENOME065719_99_8	99_8
GUT_GENOME065719_99_9	99_9
GUT_GENOME065719_100_1	100_1
GUT_GENOME065719_100_2	100_2
GUT_GENOME065719_100_3	100_3
GUT_GENOME065719_100_4	100_4
GUT_GENOME065719_100_5	100_5
GUT_GENOME065719_100_6	100_6
GUT_GENOME065719_100_7	100_7
GUT_GENOME065719_101_1	101_1
GUT_GENOME065719_101_2	101_2
GUT_GENOME065719_101_3	101_3
GUT_GENOME065719_101_4	101_4
GUT_GENOME065719_101_5	101_5
GUT_GENOME065719_101_6	101_6
GUT_GENOME065719_101_7	101_7
GUT_GENOME065719_101_8	101_8
GUT_GENOME065719_101_9	101_9
GUT_GENOME065719_102_1	102_1
GUT_GENOME065719_102_2	102_2
GUT_GENOME065719_102_3	102_3
GUT_GENOME065719_102_4	102_4
GUT_GENOME065719_102_5	102_5
GUT_GENOME065719_102_6	102_6
GUT_GENOME065719_102_7	102_7
GUT_GENOME065719_103_1	103_1
GUT_GENOME065719_103_2	103_2
GUT_GENOME065719_103_3	103_3
GUT_GENOME065719_103_4	103_4
GUT_GENOME065719_103_5	103_5
GUT_GENOME065719_103_6	103_6
GUT_GENOME065719_103_7	103_7
GUT_GENOME065719_103_8	103_8
GUT_GENOME065719_103_9	103_9
GUT_GENOME065719_104_1	104_1
GUT_GENOME065719_104_2	104_2
GUT_GENOME065719_104_3	104_3
GUT_GENOME065719_104_4	104_4
GUT_GENOME065719_104_5	104_5
GUT_GENOME065719_104_6	104_6
GUT_GENOME065719_104_7	104_7
GUT_GENOME065719_104_8	104_8
GUT_GENOME065719_104_9	104_9
GUT_GENOME065719_104_10	104_10
GUT_GENOME065719_104_11	104_11
GUT_GENOME065719_104_12	104_12
GUT_GENOME065719_104_13	104_13
GUT_GENOME065719_104_14	104_14
GUT_GENOME065719_104_15	104_15
GUT_GENOME065719_105_1	105_1
GUT_GENOME065719_105_2	105_2
GUT_GENOME065719_105_3	105_3
GUT_GENOME065719_105_4	105_4
GUT_GENOME065719_105_5	105_5
GUT_GENOME065719_105_6	105_6
GUT_GENOME065719_105_7	105_7
GUT_GENOME065719_105_8	105_8
GUT_GENOME065719_105_9	105_9
GUT_GENOME065719_105_10	105_10
GUT_GENOME065719_105_11	105_11
GUT_GENOME065719_105_12	105_12
GUT_GENOME065719_106_1	106_1
GUT_GENOME065719_106_2	106_2
GUT_GENOME065719_106_3	106_3
GUT_GENOME065719_106_4	106_4
GUT_GENOME065719_106_5	106_5
GUT_GENOME065719_106_6	106_6
GUT_GENOME065719_106_7	106_7
GUT_GENOME065719_107_1	107_1
GUT_GENOME065719_107_2	107_2
GUT_GENOME065719_107_3	107_3
GUT_GENOME065719_107_4	107_4
GUT_GENOME065719_107_5	107_5
GUT_GENOME065719_107_6	107_6
GUT_GENOME065719_107_7	107_7
GUT_GENOME065719_107_8	107_8
GUT_GENOME065719_107_9	107_9
GUT_GENOME065719_107_10	107_10
GUT_GENOME065719_107_11	107_11
GUT_GENOME065719_108_1	108_1
GUT_GENOME065719_108_2	108_2
GUT_GENOME065719_108_3	108_3
GUT_GENOME065719_108_4	108_4
GUT_GENOME065719_108_5	108_5
GUT_GENOME065719_108_6	108_6
GUT_GENOME065719_108_7	108_7
GUT_GENOME065719_109_1	109_1
GUT_GENOME065719_109_2	109_2
GUT_GENOME065719_109_3	109_3
GUT_GENOME065719_109_4	109_4
GUT_GENOME065719_109_5	109_5
GUT_GENOME065719_109_6	109_6
GUT_GENOME065719_109_7	109_7
GUT_GENOME065719_109_8	109_8
GUT_GENOME065719_109_9	109_9
GUT_GENOME065719_109_10	109_10
GUT_GENOME065719_109_11	109_11
GUT_GENOME065719_109_12	109_12
GUT_GENOME065719_109_13	109_13
GUT_GENOME065719_109_14	109_14
GUT_GENOME065719_110_1	110_1
GUT_GENOME065719_110_2	110_2
GUT_GENOME065719_110_3	110_3
GUT_GENOME065719_110_4	110_4
GUT_GENOME065719_110_5	110_5
GUT_GENOME065719_110_6	110_6
GUT_GENOME065719_110_7	110_7
GUT_GENOME065719_110_8	110_8
GUT_GENOME065719_111_1	111_1
GUT_GENOME065719_111_2	111_2
GUT_GENOME065719_111_3	111_3
GUT_GENOME065719_111_4	111_4
GUT_GENOME065719_111_5	111_5
GUT_GENOME065719_111_6	111_6
GUT_GENOME065719_111_7	111_7
GUT_GENOME065719_111_8	111_8
GUT_GENOME065719_111_9	111_9
GUT_GENOME065719_111_10	111_10
GUT_GENOME065719_111_11	111_11
GUT_GENOME065719_111_12	111_12
GUT_GENOME065719_112_1	112_1
GUT_GENOME065719_112_2	112_2
GUT_GENOME065719_112_3	112_3
GUT_GENOME065719_112_4	112_4
GUT_GENOME065719_112_5	112_5
GUT_GENOME065719_112_6	112_6
GUT_GENOME065719_112_7	112_7
GUT_GENOME065719_112_8	112_8
GUT_GENOME065719_113_1	113_1
GUT_GENOME065719_113_2	113_2
GUT_GENOME065719_113_3	113_3
GUT_GENOME065719_113_4	113_4
GUT_GENOME065719_114_1	114_1
GUT_GENOME065719_114_2	114_2
GUT_GENOME065719_114_3	114_3
GUT_GENOME065719_114_4	114_4
