GUT_GENOME141191_1_1	1_1
GUT_GENOME141191_41_29	41_29
GUT_GENOME141191_41_30	41_30
GUT_GENOME141191_41_31	41_31
GUT_GENOME141191_41_32	41_32
GUT_GENOME141191_41_33	41_33
GUT_GENOME141191_41_34	41_34
GUT_GENOME141191_41_35	41_35
GUT_GENOME141191_41_36	41_36
GUT_GENOME141191_41_37	41_37
GUT_GENOME141191_41_38	41_38
GUT_GENOME141191_41_39	41_39
GUT_GENOME141191_41_40	41_40
GUT_GENOME141191_41_41	41_41
GUT_GENOME141191_41_42	41_42
GUT_GENOME141191_42_1	42_1
GUT_GENOME141191_42_2	42_2
GUT_GENOME141191_42_3	42_3
GUT_GENOME141191_42_4	42_4
GUT_GENOME141191_42_5	42_5
GUT_GENOME141191_42_6	42_6
GUT_GENOME141191_42_7	42_7
GUT_GENOME141191_42_8	42_8
GUT_GENOME141191_42_9	42_9
GUT_GENOME141191_42_10	42_10
GUT_GENOME141191_42_11	42_11
GUT_GENOME141191_42_12	42_12
GUT_GENOME141191_42_13	42_13
GUT_GENOME141191_42_14	42_14
GUT_GENOME141191_42_15	42_15
GUT_GENOME141191_42_16	42_16
GUT_GENOME141191_42_17	42_17
GUT_GENOME141191_42_18	42_18
GUT_GENOME141191_42_19	42_19
GUT_GENOME141191_42_20	42_20
GUT_GENOME141191_42_21	42_21
GUT_GENOME141191_42_22	42_22
GUT_GENOME141191_42_23	42_23
GUT_GENOME141191_42_24	42_24
GUT_GENOME141191_42_25	42_25
GUT_GENOME141191_42_26	42_26
GUT_GENOME141191_42_27	42_27
GUT_GENOME141191_42_28	42_28
GUT_GENOME141191_42_29	42_29
GUT_GENOME141191_42_30	42_30
GUT_GENOME141191_42_31	42_31
GUT_GENOME141191_43_1	43_1
GUT_GENOME141191_43_2	43_2
GUT_GENOME141191_43_3	43_3
GUT_GENOME141191_43_4	43_4
GUT_GENOME141191_43_5	43_5
GUT_GENOME141191_43_6	43_6
GUT_GENOME141191_44_1	44_1
GUT_GENOME141191_44_2	44_2
GUT_GENOME141191_44_3	44_3
GUT_GENOME141191_44_4	44_4
GUT_GENOME141191_44_5	44_5
GUT_GENOME141191_44_6	44_6
GUT_GENOME141191_44_7	44_7
GUT_GENOME141191_45_1	45_1
GUT_GENOME141191_45_2	45_2
GUT_GENOME141191_45_3	45_3
GUT_GENOME141191_45_4	45_4
GUT_GENOME141191_45_5	45_5
GUT_GENOME141191_45_6	45_6
GUT_GENOME141191_45_7	45_7
GUT_GENOME141191_45_8	45_8
GUT_GENOME141191_45_9	45_9
GUT_GENOME141191_45_10	45_10
GUT_GENOME141191_45_11	45_11
GUT_GENOME141191_45_12	45_12
GUT_GENOME141191_46_1	46_1
GUT_GENOME141191_46_2	46_2
GUT_GENOME141191_46_3	46_3
GUT_GENOME141191_46_4	46_4
GUT_GENOME141191_46_5	46_5
GUT_GENOME141191_46_6	46_6
GUT_GENOME141191_46_7	46_7
GUT_GENOME141191_46_8	46_8
GUT_GENOME141191_46_9	46_9
GUT_GENOME141191_46_10	46_10
GUT_GENOME141191_46_11	46_11
GUT_GENOME141191_46_12	46_12
GUT_GENOME141191_46_13	46_13
GUT_GENOME141191_46_14	46_14
GUT_GENOME141191_46_15	46_15
GUT_GENOME141191_46_16	46_16
GUT_GENOME141191_46_17	46_17
GUT_GENOME141191_46_18	46_18
GUT_GENOME141191_46_19	46_19
GUT_GENOME141191_46_20	46_20
GUT_GENOME141191_46_21	46_21
GUT_GENOME141191_46_22	46_22
GUT_GENOME141191_46_23	46_23
GUT_GENOME141191_46_24	46_24
GUT_GENOME141191_46_25	46_25
GUT_GENOME141191_46_26	46_26
GUT_GENOME141191_46_27	46_27
GUT_GENOME141191_46_28	46_28
GUT_GENOME141191_46_29	46_29
GUT_GENOME141191_46_30	46_30
GUT_GENOME141191_46_31	46_31
GUT_GENOME141191_46_32	46_32
GUT_GENOME141191_46_33	46_33
GUT_GENOME141191_46_34	46_34
GUT_GENOME141191_46_35	46_35
GUT_GENOME141191_46_36	46_36
GUT_GENOME141191_46_37	46_37
GUT_GENOME141191_46_38	46_38
GUT_GENOME141191_46_39	46_39
GUT_GENOME141191_46_40	46_40
GUT_GENOME141191_46_41	46_41
GUT_GENOME141191_46_42	46_42
GUT_GENOME141191_46_43	46_43
GUT_GENOME141191_46_44	46_44
GUT_GENOME141191_46_45	46_45
GUT_GENOME141191_46_46	46_46
GUT_GENOME141191_47_1	47_1
GUT_GENOME141191_47_2	47_2
GUT_GENOME141191_47_3	47_3
GUT_GENOME141191_47_4	47_4
GUT_GENOME141191_47_5	47_5
GUT_GENOME141191_47_6	47_6
GUT_GENOME141191_47_7	47_7
GUT_GENOME141191_47_8	47_8
GUT_GENOME141191_47_9	47_9
GUT_GENOME141191_47_10	47_10
GUT_GENOME141191_47_11	47_11
GUT_GENOME141191_47_12	47_12
GUT_GENOME141191_47_13	47_13
GUT_GENOME141191_47_14	47_14
GUT_GENOME141191_47_15	47_15
GUT_GENOME141191_47_16	47_16
GUT_GENOME141191_47_17	47_17
GUT_GENOME141191_47_18	47_18
GUT_GENOME141191_47_19	47_19
GUT_GENOME141191_47_20	47_20
GUT_GENOME141191_47_21	47_21
GUT_GENOME141191_48_1	48_1
GUT_GENOME141191_48_2	48_2
GUT_GENOME141191_48_3	48_3
GUT_GENOME141191_48_4	48_4
GUT_GENOME141191_48_5	48_5
GUT_GENOME141191_48_6	48_6
GUT_GENOME141191_48_7	48_7
GUT_GENOME141191_48_8	48_8
GUT_GENOME141191_48_9	48_9
GUT_GENOME141191_48_10	48_10
GUT_GENOME141191_48_11	48_11
GUT_GENOME141191_48_12	48_12
GUT_GENOME141191_48_13	48_13
GUT_GENOME141191_48_14	48_14
GUT_GENOME141191_48_15	48_15
GUT_GENOME141191_48_16	48_16
GUT_GENOME141191_48_17	48_17
GUT_GENOME141191_48_18	48_18
GUT_GENOME141191_48_19	48_19
GUT_GENOME141191_48_20	48_20
GUT_GENOME141191_48_21	48_21
GUT_GENOME141191_48_22	48_22
GUT_GENOME141191_48_23	48_23
GUT_GENOME141191_48_24	48_24
GUT_GENOME141191_48_25	48_25
GUT_GENOME141191_48_26	48_26
GUT_GENOME141191_48_27	48_27
GUT_GENOME141191_48_28	48_28
GUT_GENOME141191_48_29	48_29
GUT_GENOME141191_48_30	48_30
GUT_GENOME141191_48_31	48_31
GUT_GENOME141191_48_32	48_32
GUT_GENOME141191_48_33	48_33
GUT_GENOME141191_48_34	48_34
GUT_GENOME141191_48_35	48_35
GUT_GENOME141191_48_36	48_36
GUT_GENOME141191_48_37	48_37
GUT_GENOME141191_48_38	48_38
GUT_GENOME141191_48_39	48_39
GUT_GENOME141191_48_40	48_40
GUT_GENOME141191_48_41	48_41
GUT_GENOME141191_48_42	48_42
GUT_GENOME141191_48_43	48_43
GUT_GENOME141191_48_44	48_44
GUT_GENOME141191_48_45	48_45
GUT_GENOME141191_49_1	49_1
GUT_GENOME141191_49_2	49_2
GUT_GENOME141191_49_3	49_3
GUT_GENOME141191_49_4	49_4
GUT_GENOME141191_49_5	49_5
GUT_GENOME141191_49_6	49_6
GUT_GENOME141191_49_7	49_7
GUT_GENOME141191_49_8	49_8
GUT_GENOME141191_49_9	49_9
GUT_GENOME141191_49_10	49_10
GUT_GENOME141191_49_11	49_11
GUT_GENOME141191_49_12	49_12
GUT_GENOME141191_49_13	49_13
GUT_GENOME141191_49_14	49_14
GUT_GENOME141191_49_15	49_15
GUT_GENOME141191_49_16	49_16
GUT_GENOME141191_49_17	49_17
GUT_GENOME141191_49_18	49_18
GUT_GENOME141191_49_19	49_19
GUT_GENOME141191_49_20	49_20
GUT_GENOME141191_49_21	49_21
GUT_GENOME141191_49_22	49_22
GUT_GENOME141191_49_23	49_23
GUT_GENOME141191_49_24	49_24
GUT_GENOME141191_49_25	49_25
GUT_GENOME141191_49_26	49_26
GUT_GENOME141191_49_27	49_27
GUT_GENOME141191_49_28	49_28
GUT_GENOME141191_49_29	49_29
GUT_GENOME141191_49_30	49_30
GUT_GENOME141191_50_1	50_1
GUT_GENOME141191_50_2	50_2
GUT_GENOME141191_50_3	50_3
GUT_GENOME141191_50_4	50_4
GUT_GENOME141191_50_5	50_5
GUT_GENOME141191_50_6	50_6
GUT_GENOME141191_50_7	50_7
GUT_GENOME141191_50_8	50_8
GUT_GENOME141191_50_9	50_9
GUT_GENOME141191_50_10	50_10
GUT_GENOME141191_50_11	50_11
GUT_GENOME141191_50_12	50_12
GUT_GENOME141191_50_13	50_13
GUT_GENOME141191_50_14	50_14
GUT_GENOME141191_50_15	50_15
GUT_GENOME141191_50_16	50_16
GUT_GENOME141191_50_17	50_17
GUT_GENOME141191_50_18	50_18
GUT_GENOME141191_50_19	50_19
GUT_GENOME141191_50_20	50_20
GUT_GENOME141191_50_21	50_21
GUT_GENOME141191_50_22	50_22
GUT_GENOME141191_50_23	50_23
GUT_GENOME141191_50_24	50_24
GUT_GENOME141191_50_25	50_25
GUT_GENOME141191_50_26	50_26
GUT_GENOME141191_50_27	50_27
GUT_GENOME141191_50_28	50_28
GUT_GENOME141191_50_29	50_29
GUT_GENOME141191_50_30	50_30
GUT_GENOME141191_50_31	50_31
GUT_GENOME141191_50_32	50_32
GUT_GENOME141191_50_33	50_33
GUT_GENOME141191_50_34	50_34
GUT_GENOME141191_50_35	50_35
GUT_GENOME141191_50_36	50_36
GUT_GENOME141191_50_37	50_37
GUT_GENOME141191_50_38	50_38
GUT_GENOME141191_50_39	50_39
GUT_GENOME141191_50_40	50_40
GUT_GENOME141191_50_41	50_41
GUT_GENOME141191_50_42	50_42
GUT_GENOME141191_50_43	50_43
GUT_GENOME141191_50_44	50_44
GUT_GENOME141191_50_45	50_45
GUT_GENOME141191_51_1	51_1
GUT_GENOME141191_51_2	51_2
GUT_GENOME141191_51_3	51_3
GUT_GENOME141191_51_4	51_4
GUT_GENOME141191_51_5	51_5
GUT_GENOME141191_51_6	51_6
GUT_GENOME141191_51_7	51_7
GUT_GENOME141191_51_8	51_8
GUT_GENOME141191_51_9	51_9
GUT_GENOME141191_51_10	51_10
GUT_GENOME141191_51_11	51_11
GUT_GENOME141191_51_12	51_12
GUT_GENOME141191_51_13	51_13
GUT_GENOME141191_51_14	51_14
GUT_GENOME141191_51_15	51_15
GUT_GENOME141191_51_16	51_16
GUT_GENOME141191_51_17	51_17
GUT_GENOME141191_51_18	51_18
GUT_GENOME141191_51_19	51_19
GUT_GENOME141191_51_20	51_20
GUT_GENOME141191_51_21	51_21
GUT_GENOME141191_51_22	51_22
GUT_GENOME141191_51_23	51_23
GUT_GENOME141191_52_1	52_1
GUT_GENOME141191_52_2	52_2
GUT_GENOME141191_52_3	52_3
GUT_GENOME141191_52_4	52_4
GUT_GENOME141191_52_5	52_5
GUT_GENOME141191_52_6	52_6
GUT_GENOME141191_52_7	52_7
GUT_GENOME141191_52_8	52_8
GUT_GENOME141191_52_9	52_9
GUT_GENOME141191_52_10	52_10
GUT_GENOME141191_52_11	52_11
GUT_GENOME141191_52_12	52_12
GUT_GENOME141191_52_13	52_13
GUT_GENOME141191_52_14	52_14
GUT_GENOME141191_52_15	52_15
GUT_GENOME141191_52_16	52_16
GUT_GENOME141191_53_1	53_1
GUT_GENOME141191_53_2	53_2
GUT_GENOME141191_53_3	53_3
GUT_GENOME141191_53_4	53_4
GUT_GENOME141191_53_5	53_5
GUT_GENOME141191_53_6	53_6
GUT_GENOME141191_53_7	53_7
GUT_GENOME141191_53_8	53_8
GUT_GENOME141191_53_9	53_9
GUT_GENOME141191_53_10	53_10
GUT_GENOME141191_53_11	53_11
GUT_GENOME141191_53_12	53_12
GUT_GENOME141191_53_13	53_13
GUT_GENOME141191_53_14	53_14
GUT_GENOME141191_53_15	53_15
GUT_GENOME141191_53_16	53_16
GUT_GENOME141191_53_17	53_17
GUT_GENOME141191_53_18	53_18
GUT_GENOME141191_53_19	53_19
GUT_GENOME141191_53_20	53_20
GUT_GENOME141191_53_21	53_21
GUT_GENOME141191_53_22	53_22
GUT_GENOME141191_53_23	53_23
GUT_GENOME141191_53_24	53_24
GUT_GENOME141191_53_25	53_25
GUT_GENOME141191_53_26	53_26
GUT_GENOME141191_53_27	53_27
GUT_GENOME141191_53_28	53_28
GUT_GENOME141191_54_1	54_1
GUT_GENOME141191_54_2	54_2
GUT_GENOME141191_54_3	54_3
GUT_GENOME141191_54_4	54_4
GUT_GENOME141191_54_5	54_5
GUT_GENOME141191_54_6	54_6
GUT_GENOME141191_54_7	54_7
GUT_GENOME141191_54_8	54_8
GUT_GENOME141191_54_9	54_9
GUT_GENOME141191_54_10	54_10
GUT_GENOME141191_55_1	55_1
GUT_GENOME141191_55_2	55_2
GUT_GENOME141191_55_3	55_3
GUT_GENOME141191_55_4	55_4
GUT_GENOME141191_55_5	55_5
GUT_GENOME141191_55_6	55_6
GUT_GENOME141191_55_7	55_7
GUT_GENOME141191_55_8	55_8
GUT_GENOME141191_55_9	55_9
GUT_GENOME141191_55_10	55_10
GUT_GENOME141191_55_11	55_11
GUT_GENOME141191_55_12	55_12
GUT_GENOME141191_55_13	55_13
GUT_GENOME141191_55_14	55_14
GUT_GENOME141191_55_15	55_15
GUT_GENOME141191_55_16	55_16
GUT_GENOME141191_55_17	55_17
GUT_GENOME141191_55_18	55_18
GUT_GENOME141191_55_19	55_19
GUT_GENOME141191_55_20	55_20
GUT_GENOME141191_56_1	56_1
GUT_GENOME141191_56_2	56_2
GUT_GENOME141191_56_3	56_3
GUT_GENOME141191_56_4	56_4
GUT_GENOME141191_56_5	56_5
GUT_GENOME141191_56_6	56_6
GUT_GENOME141191_56_7	56_7
GUT_GENOME141191_56_8	56_8
GUT_GENOME141191_56_9	56_9
GUT_GENOME141191_56_10	56_10
GUT_GENOME141191_56_11	56_11
GUT_GENOME141191_56_12	56_12
GUT_GENOME141191_56_13	56_13
GUT_GENOME141191_56_14	56_14
GUT_GENOME141191_56_15	56_15
GUT_GENOME141191_56_16	56_16
GUT_GENOME141191_56_17	56_17
GUT_GENOME141191_56_18	56_18
GUT_GENOME141191_56_19	56_19
GUT_GENOME141191_56_20	56_20
GUT_GENOME141191_56_21	56_21
GUT_GENOME141191_56_22	56_22
GUT_GENOME141191_56_23	56_23
GUT_GENOME141191_56_24	56_24
GUT_GENOME141191_56_25	56_25
GUT_GENOME141191_56_26	56_26
GUT_GENOME141191_56_27	56_27
GUT_GENOME141191_56_28	56_28
GUT_GENOME141191_56_29	56_29
GUT_GENOME141191_57_1	57_1
GUT_GENOME141191_57_2	57_2
GUT_GENOME141191_57_3	57_3
GUT_GENOME141191_57_4	57_4
GUT_GENOME141191_57_5	57_5
GUT_GENOME141191_57_6	57_6
GUT_GENOME141191_58_1	58_1
GUT_GENOME141191_58_2	58_2
GUT_GENOME141191_58_3	58_3
GUT_GENOME141191_58_4	58_4
GUT_GENOME141191_59_1	59_1
GUT_GENOME141191_59_2	59_2
GUT_GENOME141191_59_3	59_3
GUT_GENOME141191_59_4	59_4
GUT_GENOME141191_59_5	59_5
GUT_GENOME141191_59_6	59_6
GUT_GENOME141191_59_7	59_7
GUT_GENOME141191_59_8	59_8
GUT_GENOME141191_59_9	59_9
GUT_GENOME141191_59_10	59_10
GUT_GENOME141191_60_1	60_1
GUT_GENOME141191_60_2	60_2
GUT_GENOME141191_60_3	60_3
GUT_GENOME141191_60_4	60_4
GUT_GENOME141191_60_5	60_5
GUT_GENOME141191_60_6	60_6
GUT_GENOME141191_60_7	60_7
GUT_GENOME141191_60_8	60_8
GUT_GENOME141191_60_9	60_9
GUT_GENOME141191_60_10	60_10
GUT_GENOME141191_60_11	60_11
GUT_GENOME141191_60_12	60_12
GUT_GENOME141191_60_13	60_13
GUT_GENOME141191_60_14	60_14
GUT_GENOME141191_60_15	60_15
GUT_GENOME141191_60_16	60_16
GUT_GENOME141191_60_17	60_17
GUT_GENOME141191_60_18	60_18
GUT_GENOME141191_60_19	60_19
GUT_GENOME141191_60_20	60_20
GUT_GENOME141191_60_21	60_21
GUT_GENOME141191_60_22	60_22
GUT_GENOME141191_60_23	60_23
GUT_GENOME141191_60_24	60_24
GUT_GENOME141191_60_25	60_25
GUT_GENOME141191_60_26	60_26
GUT_GENOME141191_60_27	60_27
GUT_GENOME141191_60_28	60_28
GUT_GENOME141191_60_29	60_29
GUT_GENOME141191_60_30	60_30
GUT_GENOME141191_60_31	60_31
GUT_GENOME141191_60_32	60_32
GUT_GENOME141191_60_33	60_33
GUT_GENOME141191_60_34	60_34
GUT_GENOME141191_60_35	60_35
GUT_GENOME141191_60_36	60_36
GUT_GENOME141191_60_37	60_37
GUT_GENOME141191_60_38	60_38
GUT_GENOME141191_60_39	60_39
GUT_GENOME141191_60_40	60_40
GUT_GENOME141191_60_41	60_41
GUT_GENOME141191_60_42	60_42
GUT_GENOME141191_60_43	60_43
GUT_GENOME141191_60_44	60_44
GUT_GENOME141191_60_45	60_45
GUT_GENOME141191_60_46	60_46
GUT_GENOME141191_60_47	60_47
GUT_GENOME141191_60_48	60_48
GUT_GENOME141191_60_49	60_49
GUT_GENOME141191_61_1	61_1
GUT_GENOME141191_61_2	61_2
GUT_GENOME141191_61_3	61_3
GUT_GENOME141191_61_4	61_4
GUT_GENOME141191_61_5	61_5
GUT_GENOME141191_61_6	61_6
GUT_GENOME141191_61_7	61_7
GUT_GENOME141191_61_8	61_8
GUT_GENOME141191_61_9	61_9
GUT_GENOME141191_61_10	61_10
GUT_GENOME141191_61_11	61_11
GUT_GENOME141191_61_12	61_12
GUT_GENOME141191_61_13	61_13
GUT_GENOME141191_61_14	61_14
GUT_GENOME141191_61_15	61_15
GUT_GENOME141191_61_16	61_16
GUT_GENOME141191_61_17	61_17
GUT_GENOME141191_61_18	61_18
GUT_GENOME141191_61_19	61_19
GUT_GENOME141191_61_20	61_20
GUT_GENOME141191_61_21	61_21
GUT_GENOME141191_61_22	61_22
GUT_GENOME141191_61_23	61_23
GUT_GENOME141191_61_24	61_24
GUT_GENOME141191_61_25	61_25
GUT_GENOME141191_61_26	61_26
GUT_GENOME141191_61_27	61_27
GUT_GENOME141191_61_28	61_28
GUT_GENOME141191_61_29	61_29
GUT_GENOME141191_61_30	61_30
GUT_GENOME141191_61_31	61_31
GUT_GENOME141191_61_32	61_32
GUT_GENOME141191_61_33	61_33
GUT_GENOME141191_61_34	61_34
GUT_GENOME141191_61_35	61_35
GUT_GENOME141191_62_1	62_1
GUT_GENOME141191_62_2	62_2
GUT_GENOME141191_62_3	62_3
GUT_GENOME141191_62_4	62_4
GUT_GENOME141191_62_5	62_5
GUT_GENOME141191_62_6	62_6
GUT_GENOME141191_62_7	62_7
GUT_GENOME141191_62_8	62_8
GUT_GENOME141191_62_9	62_9
GUT_GENOME141191_62_10	62_10
GUT_GENOME141191_62_11	62_11
GUT_GENOME141191_62_12	62_12
GUT_GENOME141191_62_13	62_13
GUT_GENOME141191_62_14	62_14
GUT_GENOME141191_62_15	62_15
GUT_GENOME141191_62_16	62_16
GUT_GENOME141191_62_17	62_17
GUT_GENOME141191_62_18	62_18
GUT_GENOME141191_62_19	62_19
GUT_GENOME141191_62_20	62_20
GUT_GENOME141191_62_21	62_21
GUT_GENOME141191_62_22	62_22
GUT_GENOME141191_62_23	62_23
GUT_GENOME141191_62_24	62_24
GUT_GENOME141191_62_25	62_25
GUT_GENOME141191_62_26	62_26
GUT_GENOME141191_62_27	62_27
GUT_GENOME141191_62_28	62_28
GUT_GENOME141191_62_29	62_29
GUT_GENOME141191_62_30	62_30
GUT_GENOME141191_62_31	62_31
GUT_GENOME141191_62_32	62_32
GUT_GENOME141191_62_33	62_33
GUT_GENOME141191_62_34	62_34
GUT_GENOME141191_62_35	62_35
GUT_GENOME141191_62_36	62_36
GUT_GENOME141191_62_37	62_37
GUT_GENOME141191_63_1	63_1
GUT_GENOME141191_63_2	63_2
GUT_GENOME141191_63_3	63_3
GUT_GENOME141191_63_4	63_4
GUT_GENOME141191_63_5	63_5
GUT_GENOME141191_64_1	64_1
GUT_GENOME141191_64_2	64_2
GUT_GENOME141191_64_3	64_3
GUT_GENOME141191_64_4	64_4
GUT_GENOME141191_64_5	64_5
GUT_GENOME141191_64_6	64_6
GUT_GENOME141191_64_7	64_7
GUT_GENOME141191_65_1	65_1
GUT_GENOME141191_65_2	65_2
GUT_GENOME141191_65_3	65_3
GUT_GENOME141191_65_4	65_4
GUT_GENOME141191_65_5	65_5
GUT_GENOME141191_65_6	65_6
GUT_GENOME141191_65_7	65_7
GUT_GENOME141191_65_8	65_8
GUT_GENOME141191_65_9	65_9
GUT_GENOME141191_65_10	65_10
GUT_GENOME141191_65_11	65_11
GUT_GENOME141191_65_12	65_12
GUT_GENOME141191_65_13	65_13
GUT_GENOME141191_65_14	65_14
GUT_GENOME141191_65_15	65_15
GUT_GENOME141191_65_16	65_16
GUT_GENOME141191_65_17	65_17
GUT_GENOME141191_65_18	65_18
GUT_GENOME141191_65_19	65_19
GUT_GENOME141191_65_20	65_20
GUT_GENOME141191_65_21	65_21
GUT_GENOME141191_65_22	65_22
GUT_GENOME141191_65_23	65_23
GUT_GENOME141191_65_24	65_24
GUT_GENOME141191_65_25	65_25
GUT_GENOME141191_65_26	65_26
GUT_GENOME141191_65_27	65_27
GUT_GENOME141191_65_28	65_28
GUT_GENOME141191_65_29	65_29
GUT_GENOME141191_65_30	65_30
GUT_GENOME141191_66_1	66_1
GUT_GENOME141191_66_2	66_2
GUT_GENOME141191_66_3	66_3
GUT_GENOME141191_66_4	66_4
GUT_GENOME141191_66_5	66_5
GUT_GENOME141191_66_6	66_6
GUT_GENOME141191_66_7	66_7
GUT_GENOME141191_66_8	66_8
GUT_GENOME141191_66_9	66_9
GUT_GENOME141191_66_10	66_10
GUT_GENOME141191_66_11	66_11
GUT_GENOME141191_66_12	66_12
GUT_GENOME141191_66_13	66_13
GUT_GENOME141191_67_1	67_1
GUT_GENOME141191_67_2	67_2
GUT_GENOME141191_67_3	67_3
GUT_GENOME141191_67_4	67_4
GUT_GENOME141191_67_5	67_5
GUT_GENOME141191_67_6	67_6
GUT_GENOME141191_67_7	67_7
GUT_GENOME141191_67_8	67_8
GUT_GENOME141191_67_9	67_9
GUT_GENOME141191_67_10	67_10
GUT_GENOME141191_67_11	67_11
GUT_GENOME141191_67_12	67_12
GUT_GENOME141191_67_13	67_13
GUT_GENOME141191_67_14	67_14
GUT_GENOME141191_67_15	67_15
GUT_GENOME141191_67_16	67_16
GUT_GENOME141191_67_17	67_17
GUT_GENOME141191_67_18	67_18
GUT_GENOME141191_67_19	67_19
GUT_GENOME141191_67_20	67_20
GUT_GENOME141191_67_21	67_21
GUT_GENOME141191_67_22	67_22
GUT_GENOME141191_67_23	67_23
GUT_GENOME141191_68_1	68_1
GUT_GENOME141191_68_2	68_2
GUT_GENOME141191_68_3	68_3
GUT_GENOME141191_68_4	68_4
GUT_GENOME141191_68_5	68_5
GUT_GENOME141191_68_6	68_6
GUT_GENOME141191_68_7	68_7
GUT_GENOME141191_68_8	68_8
GUT_GENOME141191_68_9	68_9
GUT_GENOME141191_69_1	69_1
GUT_GENOME141191_69_2	69_2
GUT_GENOME141191_69_3	69_3
GUT_GENOME141191_69_4	69_4
GUT_GENOME141191_69_5	69_5
GUT_GENOME141191_69_6	69_6
GUT_GENOME141191_69_7	69_7
GUT_GENOME141191_69_8	69_8
GUT_GENOME141191_70_1	70_1
GUT_GENOME141191_70_2	70_2
GUT_GENOME141191_70_3	70_3
GUT_GENOME141191_70_4	70_4
GUT_GENOME141191_70_5	70_5
GUT_GENOME141191_70_6	70_6
GUT_GENOME141191_71_1	71_1
GUT_GENOME141191_71_2	71_2
GUT_GENOME141191_71_3	71_3
GUT_GENOME141191_71_4	71_4
GUT_GENOME141191_71_5	71_5
GUT_GENOME141191_71_6	71_6
GUT_GENOME141191_71_7	71_7
GUT_GENOME141191_71_8	71_8
GUT_GENOME141191_71_9	71_9
GUT_GENOME141191_71_10	71_10
GUT_GENOME141191_71_11	71_11
GUT_GENOME141191_71_12	71_12
GUT_GENOME141191_71_13	71_13
GUT_GENOME141191_71_14	71_14
GUT_GENOME141191_71_15	71_15
GUT_GENOME141191_71_16	71_16
GUT_GENOME141191_71_17	71_17
GUT_GENOME141191_71_18	71_18
GUT_GENOME141191_71_19	71_19
GUT_GENOME141191_71_20	71_20
GUT_GENOME141191_71_21	71_21
GUT_GENOME141191_71_22	71_22
GUT_GENOME141191_71_23	71_23
GUT_GENOME141191_71_24	71_24
GUT_GENOME141191_71_25	71_25
GUT_GENOME141191_71_26	71_26
GUT_GENOME141191_71_27	71_27
GUT_GENOME141191_71_28	71_28
GUT_GENOME141191_71_29	71_29
GUT_GENOME141191_71_30	71_30
GUT_GENOME141191_71_31	71_31
GUT_GENOME141191_71_32	71_32
GUT_GENOME141191_71_33	71_33
GUT_GENOME141191_71_34	71_34
GUT_GENOME141191_72_1	72_1
GUT_GENOME141191_72_2	72_2
GUT_GENOME141191_73_1	73_1
GUT_GENOME141191_73_2	73_2
GUT_GENOME141191_73_3	73_3
GUT_GENOME141191_73_4	73_4
GUT_GENOME141191_73_5	73_5
GUT_GENOME141191_73_6	73_6
GUT_GENOME141191_73_7	73_7
GUT_GENOME141191_73_8	73_8
GUT_GENOME141191_73_9	73_9
GUT_GENOME141191_73_10	73_10
GUT_GENOME141191_73_11	73_11
GUT_GENOME141191_73_12	73_12
GUT_GENOME141191_73_13	73_13
GUT_GENOME141191_73_14	73_14
GUT_GENOME141191_74_1	74_1
GUT_GENOME141191_74_2	74_2
GUT_GENOME141191_74_3	74_3
GUT_GENOME141191_74_4	74_4
GUT_GENOME141191_74_5	74_5
GUT_GENOME141191_74_6	74_6
GUT_GENOME141191_74_7	74_7
GUT_GENOME141191_74_8	74_8
GUT_GENOME141191_74_9	74_9
GUT_GENOME141191_74_10	74_10
GUT_GENOME141191_75_1	75_1
GUT_GENOME141191_75_2	75_2
GUT_GENOME141191_75_3	75_3
GUT_GENOME141191_75_4	75_4
GUT_GENOME141191_75_5	75_5
GUT_GENOME141191_75_6	75_6
GUT_GENOME141191_75_7	75_7
GUT_GENOME141191_75_8	75_8
GUT_GENOME141191_75_9	75_9
GUT_GENOME141191_75_10	75_10
GUT_GENOME141191_75_11	75_11
GUT_GENOME141191_75_12	75_12
GUT_GENOME141191_75_13	75_13
GUT_GENOME141191_75_14	75_14
GUT_GENOME141191_76_1	76_1
GUT_GENOME141191_76_2	76_2
GUT_GENOME141191_76_3	76_3
GUT_GENOME141191_76_4	76_4
GUT_GENOME141191_76_5	76_5
GUT_GENOME141191_76_6	76_6
GUT_GENOME141191_76_7	76_7
GUT_GENOME141191_76_8	76_8
GUT_GENOME141191_76_9	76_9
GUT_GENOME141191_76_10	76_10
GUT_GENOME141191_77_1	77_1
GUT_GENOME141191_77_2	77_2
GUT_GENOME141191_77_3	77_3
GUT_GENOME141191_77_4	77_4
GUT_GENOME141191_78_1	78_1
GUT_GENOME141191_78_2	78_2
GUT_GENOME141191_78_3	78_3
GUT_GENOME141191_78_4	78_4
GUT_GENOME141191_78_5	78_5
GUT_GENOME141191_78_6	78_6
GUT_GENOME141191_78_7	78_7
GUT_GENOME141191_78_8	78_8
GUT_GENOME141191_78_9	78_9
GUT_GENOME141191_78_10	78_10
GUT_GENOME141191_78_11	78_11
GUT_GENOME141191_78_12	78_12
GUT_GENOME141191_78_13	78_13
GUT_GENOME141191_78_14	78_14
GUT_GENOME141191_78_15	78_15
GUT_GENOME141191_78_16	78_16
GUT_GENOME141191_79_1	79_1
GUT_GENOME141191_79_2	79_2
GUT_GENOME141191_79_3	79_3
GUT_GENOME141191_79_4	79_4
GUT_GENOME141191_79_5	79_5
GUT_GENOME141191_79_6	79_6
